date,region,category,product,sales,profit,orders,customer_rating
2023-02-22,Central,Home,Vacuum,11715.0,2128.95,33,4.28
2024-08-11,West,Fashion,Jeans,2174.55,654.85,19,4.04
2023-01-06,North,Electronics,Monitor,16201.9,2116.66,22,3.42
2025-11-13,East,Fitness,Dumbbells,3030.0,563.16,20,4.33
2024-05-07,South,Electronics,Headphones,39576.0,8446.85,40,3.31
2024-06-01,West,Electronics,Laptop,22526.7,4394.27,17,4.1
2025-02-13,South,Office,Mouse,10144.26,2409.16,18,4.51
2025-04-14,East,Fashion,Jeans,2127.06,573.31,9,4.6
2025-03-10,North,Electronics,Headphones,15205.89,3405.4,19,3.81
2023-02-17,South,Office,Printer,9096.66,1971.13,18,3.24
2024-05-09,East,Office,Desk,12265.44,2053.88,22,3.81
2024-05-04,East,Home,Vacuum,8516.32,2158.21,34,3.45
2025-07-20,North,Electronics,Laptop,5178.84,998.35,4,3.59
2023-03-22,South,Fitness,Yoga Mat,7061.6,2251.23,40,4.93
2023-01-18,Central,Fitness,Protein Mixer,3002.0,594.12,38,4.86
2025-08-25,East,Office,Keyboard,4435.92,1188.97,8,3.91
2023-04-29,South,Fashion,Backpack,2737.34,703.54,34,4.15
2023-10-13,Central,Home,Vacuum,8151.0,1454.32,39,3.34
2023-09-24,East,Home,Vacuum,913.04,199.75,2,4.62
2023-08-27,North,Electronics,Monitor,1825.16,332.97,4,4.77
2025-07-22,South,Electronics,Headphones,3817.92,809.82,12,4.19
2025-09-21,North,Fitness,Protein Mixer,12092.2,2668.22,10,3.41
2025-12-16,North,Home,Lamp,14751.66,3803.94,31,3.58
2023-04-20,North,Home,Lamp,2047.64,476.97,4,4.23
2023-12-06,East,Electronics,Headphones,23143.14,5083.02,19,4.57
2024-08-28,Central,Fitness,Treadmill,44807.0,8198.71,37,3.76
2024-01-25,South,Fashion,Jacket,2498.72,829.45,28,4.98
2023-08-30,West,Fitness,Dumbbells,13671.0,3456.02,14,4.41
2025-12-01,South,Fashion,Backpack,6159.89,1956.39,27,3.81
2025-01-04,West,Fashion,Jacket,2532.6,893.18,36,3.23
2023-10-26,North,Fitness,Exercise Bike,9846.8,2518.87,8,4.63
2023-03-25,East,Home,Lamp,529.24,124.93,1,5.0
2024-02-18,Central,Electronics,Headphones,7326.0,1603.13,22,3.3
2023-05-30,East,Home,Vacuum,17135.66,3614.43,34,4.51
2023-02-04,East,Office,Printer,12893.66,3131.37,26,4.75
2024-12-06,South,Office,Mouse,4835.26,1305.53,31,3.32
2025-12-09,West,Home,Vacuum,1687.14,272.01,13,4.88
2023-08-11,West,Office,Printer,8775.9,2342.15,14,3.2
2024-05-02,West,Electronics,Smartphone,45239.25,8541.73,35,4.4
2023-04-11,East,Home,Coffee Machine,1592.77,247.07,19,3.63
2025-03-26,North,Office,Printer,19347.52,3330.51,32,3.37
2024-01-09,Central,Fitness,Protein Mixer,11968.0,3468.51,11,3.99
2024-05-12,Central,Fitness,Dumbbells,30726.0,9659.25,27,4.61
2025-04-04,West,Fashion,Jeans,7593.6,2633.34,32,3.86
2023-10-22,Central,Electronics,Headphones,8096.0,1290.07,23,3.23
2023-08-03,West,Home,Lamp,22062.6,3345.58,34,3.92
2025-12-30,North,Fitness,Protein Mixer,29871.65,5907.49,19,4.73
2025-06-06,South,Electronics,Monitor,27257.0,6157.33,20,4.37
2025-11-05,West,Home,Coffee Machine,21619.08,4908.29,23,4.17
2025-07-14,Central,Office,Desk,12870.0,2820.92,30,4.85
2023-09-23,South,Fashion,Watch,791.52,255.64,3,4.43
2024-07-05,North,Office,Printer,9267.94,2075.97,22,4.18
2024-05-29,East,Home,Coffee Machine,11475.62,3103.42,26,4.34
2024-07-05,Central,Office,Mouse,1869.0,320.3,7,4.16
2024-12-04,South,Home,Air Purifier,27600.77,5380.27,38,3.38
2025-03-12,Central,Fashion,Sneakers,4845.0,1314.31,17,4.08
2023-01-16,South,Home,Coffee Machine,24333.42,6964.73,37,3.56
2024-07-05,South,Home,Lamp,7895.8,1241.25,20,3.59
2024-03-15,Central,Office,Printer,8432.0,1755.14,16,4.91
2023-06-28,East,Office,Desk,16240.8,4542.34,40,4.29
2024-07-10,North,Office,Keyboard,6377.76,1245.46,36,4.66
2024-10-26,North,Fitness,Exercise Bike,28257.02,7879.59,29,4.97
2025-05-14,East,Home,Lamp,9259.68,2206.59,12,4.45
2023-01-13,South,Home,Vacuum,2822.7,428.03,15,4.69
2023-05-22,East,Electronics,Tablet,1836.18,335.31,3,3.71
2025-02-23,Central,Home,Lamp,5096.0,1073.07,28,3.47
2025-11-21,East,Electronics,Smartphone,21551.78,3151.14,34,3.44
2023-10-21,South,Electronics,Smartphone,4704.5,981.34,25,3.57
2023-02-19,East,Fashion,Watch,1727.1,508.25,6,3.67
2025-09-17,East,Home,Lamp,4093.53,1107.98,21,3.89
2025-03-14,North,Fashion,Jacket,2586.33,865.78,31,3.59
2023-03-01,South,Fashion,Jeans,11305.35,2669.53,37,3.97
2024-09-12,North,Home,Lamp,6847.44,1591.46,24,4.2
2023-09-08,West,Home,Coffee Machine,9112.95,2649.17,11,3.66
2024-01-05,North,Fitness,Protein Mixer,5030.52,1375.05,12,4.57
2025-10-01,South,Fitness,Treadmill,18127.36,5729.91,16,3.86
2023-12-21,South,Electronics,Monitor,11666.77,2535.19,39,3.99
2025-01-01,Central,Office,Printer,1128.0,304.48,4,3.23
2023-06-17,West,Home,Blender,3550.05,616.32,23,4.76
2023-12-09,Central,Electronics,Smartphone,33144.0,4768.12,20,4.68
2025-08-20,West,Electronics,Monitor,2198.7,424.45,6,3.41
2025-04-19,West,Office,Desk,1146.6,229.02,6,4.31
2024-12-03,South,Electronics,Headphones,20581.85,2561.26,14,4.39
2023-08-01,Central,Fitness,Yoga Mat,4370.0,1107.68,19,4.75
2023-11-04,South,Fashion,Backpack,1238.5,347.87,38,4.62
2024-12-08,Central,Electronics,Smartphone,15912.0,2136.0,30,3.86
2023-02-25,South,Home,Blender,7711.5,1600.86,10,3.62
2023-12-07,North,Fitness,Yoga Mat,6886.99,1361.61,28,4.37
2024-06-18,East,Electronics,Tablet,8144.64,1034.68,16,4.22
2024-09-23,West,Fitness,Yoga Mat,22483.65,4821.7,23,3.39
2023-01-06,West,Home,Air Purifier,20893.95,5619.96,33,3.61
2023-07-04,East,Fitness,Exercise Bike,38248.7,8845.94,35,4.27
2025-08-07,North,Electronics,Tablet,10514.24,1389.98,29,4.66
2024-07-18,Central,Home,Coffee Machine,1912.0,440.56,8,4.15
2025-05-29,West,Home,Air Purifier,4561.2,1368.18,8,4.29
2025-06-14,East,Office,Keyboard,18691.06,3388.15,38,3.3
2025-05-21,West,Home,Air Purifier,1958.25,458.55,5,3.65
2024-04-28,Central,Electronics,Tablet,23274.0,4396.46,18,3.51
2025-10-24,Central,Home,Lamp,18122.0,3966.03,26,4.03
2025-02-21,West,Fitness,Treadmill,6365.1,1577.93,7,3.65
2024-01-10,West,Office,Printer,11311.65,3037.81,19,4.48
2023-10-13,West,Home,Blender,16159.5,2705.82,30,3.49
2023-06-21,North,Electronics,Tablet,22467.39,4301.54,33,3.4
2025-10-28,Central,Fitness,Treadmill,5325.0,1185.22,5,4.56
2025-11-16,Central,Fitness,Yoga Mat,948.0,242.32,1,3.78
2025-02-17,South,Electronics,Smartphone,7758.06,1642.79,6,4.67
2025-05-17,Central,Home,Blender,7182.0,1979.86,38,3.28
2024-06-13,North,Home,Blender,463.5,83.29,3,4.66
2024-11-13,South,Fashion,Jeans,9593.69,3188.19,26,3.71
2024-05-24,West,Fashion,Watch,8697.15,2055.6,33,3.46
2025-04-12,South,Home,Lamp,19013.94,5030.83,33,4.45
2025-06-11,North,Office,Mouse,10646.08,2393.74,34,3.74
2024-05-23,Central,Office,Desk,3105.0,756.26,15,3.28
2025-11-12,Central,Home,Coffee Machine,10800.0,2034.01,24,3.38
2024-08-15,South,Home,Vacuum,2982.75,845.47,5,4.13
2023-03-27,Central,Home,Lamp,23430.0,4297.99,30,4.73
2024-01-14,East,Electronics,Smartphone,39874.8,7958.22,40,4.45
2025-11-03,East,Fashion,Watch,4986.17,1195.98,22,3.44
2025-09-05,North,Fashion,Jacket,994.98,255.04,23,4.27
2025-05-12,South,Fashion,Watch,2272.71,502.79,33,3.24
2024-09-03,South,Fashion,Backpack,4122.5,1475.24,25,4.3
2023-04-13,West,Fitness,Exercise Bike,7476.0,1809.44,20,3.25
2024-03-28,East,Fitness,Yoga Mat,763.56,180.67,9,3.44
2024-08-15,East,Office,Keyboard,5947.89,1607.69,39,4.74
2024-08-25,South,Electronics,Smartphone,10670.0,1794.14,20,3.52
2025-10-27,East,Electronics,Laptop,700.94,148.08,1,3.91
2024-02-06,South,Fitness,Protein Mixer,34993.72,7637.3,29,4.49
2023-06-05,West,Home,Blender,7247.1,2040.2,34,4.45
2025-08-02,North,Fitness,Protein Mixer,6478.7,1775.45,17,3.62
2024-07-03,East,Home,Coffee Machine,14685.4,3153.78,20,4.72
2024-02-01,South,Electronics,Laptop,15364.8,3101.55,32,4.59
2023-12-07,East,Office,Chair,9035.46,1554.67,35,4.38
2025-03-03,Central,Electronics,Laptop,8905.0,1104.08,13,4.11
2024-04-14,Central,Office,Printer,1925.0,467.72,7,4.83
2024-07-25,South,Fitness,Yoga Mat,12548.89,3198.85,17,3.32
2025-07-11,South,Fashion,Jeans,5409.69,1411.24,39,4.17
2025-05-21,Central,Fitness,Protein Mixer,1368.0,380.89,4,3.39
2025-02-10,East,Fitness,Dumbbells,31562.5,6581.5,25,3.61
2024-04-27,Central,Fitness,Dumbbells,9180.0,2865.25,36,4.97
2024-03-10,North,Fashion,Jeans,81.37,24.7,1,4.03
2023-03-03,North,Fitness,Treadmill,840.48,196.44,1,3.31
2024-10-15,East,Office,Mouse,3976.37,1001.23,31,3.77
2023-07-20,East,Fitness,Protein Mixer,1549.34,339.39,26,4.54
2024-11-09,North,Fitness,Exercise Bike,31527.89,7409.63,28,4.76
2023-01-04,East,Electronics,Smartphone,44238.0,9650.67,40,4.31
2025-05-30,South,Home,Lamp,8148.0,1951.39,25,4.61
2025-06-06,Central,Fashion,Jacket,2480.0,574.43,31,3.26
2025-01-13,South,Fashion,Watch,413.22,119.44,2,4.46
2024-01-18,Central,Home,Air Purifier,344.0,79.62,1,4.61
2024-10-05,Central,Home,Coffee Machine,3198.0,599.59,6,3.37
2023-07-08,East,Fashion,Jacket,1890.72,438.48,12,3.3
2023-09-28,East,Home,Coffee Machine,23658.24,4959.21,32,4.24
2023-01-01,West,Office,Printer,1583.4,382.45,26,3.51
2023-12-30,West,Office,Printer,4672.08,754.84,18,3.53
2023-07-04,South,Home,Air Purifier,2537.52,674.49,24,4.56
2025-01-31,North,Electronics,Laptop,3936.66,560.23,21,4.67
2023-10-06,Central,Fitness,Treadmill,27188.0,6735.59,28,4.69
2024-10-01,Central,Electronics,Monitor,13300.0,2868.73,10,4.74
2024-06-10,Central,Home,Blender,6120.0,995.11,40,4.66
2023-03-14,North,Electronics,Smartphone,26252.64,5242.09,36,3.58
2025-12-09,East,Home,Air Purifier,921.12,209.38,4,3.55
2024-09-05,East,Fashion,Jacket,2121.0,680.63,12,4.73
2023-04-08,Central,Fitness,Dumbbells,16866.0,3828.23,18,4.93
2024-01-10,Central,Office,Chair,518.0,120.05,7,3.38
2023-07-25,North,Office,Desk,1151.54,293.31,2,4.44
2025-04-11,North,Office,Chair,2589.42,724.44,6,4.82
2023-01-22,North,Fashion,Backpack,1297.8,467.94,21,4.94
2024-11-26,West,Fashion,Backpack,2399.04,739.19,7,4.88
2024-04-17,North,Fashion,Backpack,6880.4,2501.45,40,3.41
2023-03-06,South,Home,Coffee Machine,1492.83,358.72,19,4.98
2023-12-23,Central,Home,Lamp,17271.6,3490.03,37,4.08
2025-03-25,North,Fashion,Sneakers,2054.85,746.47,35,4.99
2024-03-22,South,Fashion,Backpack,3070.05,1091.22,15,3.8
2024-12-13,South,Electronics,Smartphone,4937.69,743.68,21,3.53
2023-11-03,Central,Electronics,Smartphone,3768.0,459.05,5,4.71
2023-01-12,South,Electronics,Tablet,24471.16,3650.05,17,3.6
2024-07-30,North,Office,Mouse,18277.35,4778.38,35,4.27
2025-03-20,South,Fitness,Yoga Mat,856.51,216.6,1,4.03
2023-09-16,Central,Fitness,Treadmill,2321.0,479.21,11,3.5
2024-12-23,North,Fashion,Jacket,333.72,100.28,1,3.58
2023-06-17,Central,Home,Coffee Machine,6787.0,1553.97,11,4.99
2025-12-31,West,Home,Blender,5061.42,1179.82,39,3.7
2025-11-18,North,Home,Vacuum,956.66,228.07,1,4.71
2023-05-02,South,Office,Chair,2269.8,556.21,18,3.32
2024-02-06,Central,Home,Lamp,2364.0,435.73,3,4.73
2025-01-05,West,Office,Keyboard,456.75,113.6,3,3.93
2023-04-28,North,Fitness,Dumbbells,22742.4,4807.61,23,4.43
2025-05-01,North,Office,Mouse,1606.8,274.26,3,4.61
2024-07-19,Central,Home,Blender,16132.0,4681.86,37,3.3
2025-05-05,East,Fitness,Protein Mixer,21244.34,4994.98,26,3.75
2023-03-16,East,Home,Coffee Machine,17134.65,3954.82,39,4.29
2023-09-23,South,Office,Keyboard,2525.88,427.1,6,4.69
2024-06-29,East,Home,Lamp,2211.9,658.73,3,4.53
2024-09-29,South,Fitness,Dumbbells,16621.92,5239.18,36,4.91
2025-01-16,North,Office,Printer,3762.59,581.38,13,3.86
2023-02-27,West,Fashion,Watch,8508.15,2841.19,37,4.5
2025-01-08,South,Home,Coffee Machine,7228.44,1699.72,18,3.31
2023-06-11,South,Office,Printer,13274.45,2004.83,35,4.89
2024-01-15,East,Fashion,Sneakers,7928.5,2048.13,25,4.02
2025-01-23,South,Home,Blender,2382.32,713.82,8,4.25
2023-08-27,West,Office,Chair,11083.8,1979.58,29,4.43
2023-09-07,Central,Electronics,Laptop,9560.0,1238.29,8,3.77
2023-12-27,East,Office,Printer,21602.69,4636.77,32,4.67
2024-11-30,West,Electronics,Monitor,5465.88,1034.56,9,3.4
2023-11-09,East,Electronics,Laptop,27462.71,5434.58,21,4.74
2024-09-25,North,Office,Chair,10584.28,2001.98,28,4.85
2025-10-09,North,Fitness,Protein Mixer,7055.5,2036.07,25,4.5
2025-09-19,Central,Fashion,Jacket,7705.0,1878.0,23,3.47
2024-01-25,Central,Fitness,Dumbbells,19003.0,4011.31,31,3.43
2025-11-04,North,Fitness,Exercise Bike,4143.07,971.44,4,4.93
2025-02-19,South,Fashion,Jacket,805.1,248.44,10,4.81
2023-07-03,South,Fashion,Jeans,4831.57,1164.23,17,3.58
2023-11-27,South,Office,Chair,1260.61,214.32,19,3.48
2025-04-09,East,Office,Chair,6023.64,942.16,14,4.5
2025-12-24,North,Office,Desk,2751.34,414.96,7,3.75
2023-11-01,East,Electronics,Monitor,6522.98,1300.24,26,4.5
2024-10-04,North,Home,Air Purifier,1418.31,411.15,17,3.97
2024-12-01,North,Home,Vacuum,2321.21,690.71,6,4.09
2023-01-02,West,Office,Desk,669.9,106.68,11,4.39
2024-02-18,North,Office,Printer,7739.42,1730.91,26,4.05
2025-10-01,West,Electronics,Smartphone,11056.5,1907.71,9,4.24
2025-08-31,Central,Fashion,Jeans,4844.0,1304.99,14,3.41
2024-09-24,East,Electronics,Headphones,12554.3,1780.23,22,4.72
2024-07-11,West,Home,Air Purifier,1365.0,313.68,4,4.4
2024-09-01,West,Fitness,Exercise Bike,5959.8,1428.73,6,3.66
2025-04-12,North,Home,Vacuum,4780.23,1414.99,13,4.93
2025-01-03,North,Fitness,Treadmill,2809.84,576.28,4,3.49
2024-02-27,West,Office,Keyboard,14532.0,3170.7,40,4.3
2025-06-09,West,Home,Coffee Machine,5874.75,891.08,15,3.91
2024-05-11,South,Fashion,Jeans,2400.75,819.74,15,4.71
2024-04-04,South,Fashion,Jacket,3215.55,1128.05,39,4.36
2023-07-24,East,Fashion,Jeans,9138.48,2073.85,29,3.79
2024-08-10,South,Fashion,Backpack,9620.46,2581.01,38,4.22
2023-10-31,North,Home,Air Purifier,6334.5,994.91,10,4.75
2025-12-18,East,Home,Air Purifier,6106.06,1796.49,22,4.65
2023-05-21,South,Fashion,Jeans,1912.84,706.85,17,4.19
2024-01-11,East,Electronics,Smartphone,9211.2,1320.78,16,3.23
2025-05-01,Central,Office,Keyboard,16020.0,4461.81,36,4.22
2023-04-13,Central,Home,Air Purifier,13243.0,3959.23,19,3.31
2023-04-07,East,Office,Mouse,5797.4,1006.15,28,4.57
2025-12-01,South,Office,Chair,2922.8,656.37,9,3.24
2025-08-17,West,Office,Printer,3433.5,879.15,30,4.3
2023-04-27,South,Home,Coffee Machine,2684.96,766.93,4,3.66
2023-03-01,South,Fitness,Dumbbells,2566.62,749.29,9,4.63
2023-11-30,West,Electronics,Laptop,2590.56,447.45,4,4.18
2024-10-19,West,Electronics,Headphones,8983.8,2075.97,12,4.86
2024-11-26,South,Office,Keyboard,4766.58,1307.24,39,4.16
2024-05-21,South,Home,Lamp,24297.53,4125.94,37,3.28
2023-03-27,Central,Fashion,Watch,9280.0,3311.19,40,4.75
2024-04-06,North,Fitness,Yoga Mat,9764.4,2192.77,40,4.58
2023-12-26,South,Fitness,Treadmill,9533.16,2859.96,15,3.4
2024-06-17,East,Office,Keyboard,15235.85,2686.18,35,4.7
2025-10-19,Central,Home,Lamp,94.0,18.79,2,4.43
2024-01-24,East,Electronics,Monitor,31023.16,6085.48,28,3.62
2025-08-29,West,Office,Keyboard,2247.0,360.58,10,4.29
2023-11-19,Central,Electronics,Tablet,15843.6,2316.4,27,3.92
2023-11-12,West,Fitness,Dumbbells,2388.96,638.55,3,4.4
2024-02-24,South,Home,Vacuum,2051.55,566.55,3,4.67
2023-07-13,South,Electronics,Smartphone,4143.84,850.93,8,4.98
2023-08-13,North,Home,Vacuum,1248.36,324.59,4,3.28
2025-10-26,Central,Fitness,Dumbbells,17584.0,5527.83,16,3.71
2025-06-10,North,Fitness,Yoga Mat,16232.8,3328.8,40,3.23
2023-12-01,East,Electronics,Laptop,32976.1,6856.68,19,4.76
2025-07-03,Central,Electronics,Headphones,19760.0,3029.65,40,3.4
2024-03-25,North,Fashion,Sneakers,109.18,29.9,1,4.18
2024-10-20,North,Office,Desk,1433.76,382.65,16,4.44
2023-05-08,South,Fitness,Protein Mixer,11929.06,3579.81,11,4.2
2025-02-28,Central,Office,Mouse,8547.0,1408.77,33,4.69
2025-07-20,West,Fitness,Dumbbells,8489.25,2129.26,7,4.82
2025-11-06,North,Fashion,Jacket,2020.86,671.03,5,3.93
2023-07-14,West,Fitness,Exercise Bike,9043.65,1755.04,11,3.68
2025-08-14,South,Electronics,Monitor,45518.22,9257.28,33,3.64
2023-12-31,West,Home,Coffee Machine,22770.72,5132.95,24,3.84
2025-07-06,East,Electronics,Smartphone,22347.26,5071.33,37,4.33
2023-10-07,East,Electronics,Headphones,42769.46,5864.82,31,4.58
2025-09-19,West,Fashion,Jeans,5334.0,1899.42,20,3.71
2024-02-01,Central,Home,Vacuum,10320.0,2301.75,30,4.52
2025-02-18,North,Fashion,Jeans,3633.84,1028.81,21,3.22
2023-12-02,North,Office,Desk,5848.75,1334.91,26,4.16
2023-08-02,Central,Home,Coffee Machine,21744.0,3187.32,36,4.17
2025-08-28,Central,Office,Mouse,2368.0,640.09,16,3.2
2025-04-05,West,Electronics,Tablet,9370.2,1560.03,23,4.96
2023-04-17,West,Home,Air Purifier,27596.1,6701.39,34,4.55
2023-04-08,North,Fitness,Yoga Mat,5979.15,1305.82,9,3.96
2024-09-08,South,Fitness,Yoga Mat,5764.71,1423.17,21,3.97
2023-09-13,South,Office,Chair,884.64,136.08,19,4.17
2024-04-01,Central,Home,Coffee Machine,5535.0,1208.05,15,3.8
2023-12-07,North,Home,Blender,422.71,122.11,9,4.05
2023-11-18,West,Office,Keyboard,15976.8,3063.2,40,4.25
2023-10-14,East,Home,Blender,9544.5,2021.34,21,4.15
2023-07-09,East,Electronics,Tablet,22198.79,3277.4,31,4.77
2023-09-01,West,Home,Vacuum,10292.1,2433.93,13,4.12
2023-09-13,South,Electronics,Smartphone,15951.65,2372.93,13,3.27
2023-12-25,Central,Fitness,Protein Mixer,16002.0,3854.42,35,3.31
2024-09-18,West,Office,Desk,5890.5,1500.61,15,3.39
2024-08-22,South,Fitness,Exercise Bike,5738.52,1352.27,29,4.98
2023-10-07,West,Office,Chair,6999.3,1584.5,22,3.29
2025-09-09,East,Fashion,Jeans,2155.34,574.36,11,3.72
2025-11-19,East,Home,Air Purifier,30811.46,8803.89,38,4.08
2023-09-16,Central,Fashion,Backpack,1110.0,361.48,10,4.39
2025-12-19,East,Electronics,Smartphone,9351.79,1640.82,6,3.67
2024-02-27,East,Home,Vacuum,6799.32,1188.67,34,3.82
2023-06-17,North,Fitness,Protein Mixer,6371.58,1938.56,6,4.63
2025-06-30,North,Fashion,Jacket,3522.6,1219.84,36,3.36
2023-02-12,Central,Home,Lamp,6471.0,1676.68,9,4.25
2023-09-15,Central,Electronics,Smartphone,28434.0,4604.81,21,3.79
2023-09-09,Central,Fashion,Sneakers,1780.0,657.22,20,4.63
2025-02-15,South,Fashion,Watch,2922.61,756.14,23,4.31
2024-10-20,Central,Electronics,Tablet,16976.0,2212.21,16,4.22
2023-07-27,North,Home,Coffee Machine,886.83,253.42,3,3.25
2025-05-13,Central,Office,Mouse,8721.0,1401.35,19,4.43
2025-08-03,North,Electronics,Laptop,17345.2,2933.96,20,4.4
2025-10-01,South,Fashion,Sneakers,7045.11,1846.72,27,3.67
2025-12-19,North,Home,Air Purifier,1584.55,233.22,2,4.56
2023-12-22,Central,Fashion,Sneakers,13226.4,3146.58,33,4.47
2023-10-06,West,Home,Lamp,1047.9,239.39,2,3.39
2024-02-20,North,Fitness,Yoga Mat,5438.4,1475.25,5,4.12
2024-08-04,West,Office,Chair,7875.0,1800.66,15,3.55
2023-09-19,South,Fitness,Treadmill,1647.06,495.32,3,3.35
2025-08-03,West,Electronics,Tablet,953.4,120.88,2,4.22
2024-05-06,East,Office,Printer,4726.8,1295.7,40,4.91
2025-08-30,Central,Electronics,Monitor,6846.0,972.13,14,3.53
2023-12-20,South,Electronics,Tablet,4832.93,600.51,4,3.29
2025-03-28,Central,Electronics,Smartphone,3294.0,630.3,3,3.44
2025-04-18,South,Fashion,Backpack,7758.06,2120.79,31,4.64
2024-03-18,West,Electronics,Laptop,43848.0,6165.02,29,4.54
2025-10-12,West,Fitness,Treadmill,1675.8,397.25,21,4.09
2023-05-21,Central,Fashion,Jacket,2816.0,755.38,16,4.74
2023-10-23,East,Office,Chair,5405.52,1223.82,12,4.89
2024-09-16,East,Electronics,Monitor,2207.86,320.12,2,4.86
2025-08-11,North,Fitness,Exercise Bike,10808.82,2829.84,9,3.89
2023-08-15,North,Office,Desk,16986.76,3441.49,28,4.16
2025-05-26,West,Fitness,Yoga Mat,12153.75,2645.78,25,3.24
2023-07-01,Central,Office,Keyboard,2888.0,646.17,19,4.23
2023-09-19,West,Fashion,Jacket,5594.4,1371.94,18,3.6
2024-07-15,East,Fashion,Watch,535.3,181.36,5,4.76
2024-03-02,North,Home,Coffee Machine,3596.76,671.41,36,3.63
2023-01-07,North,Electronics,Monitor,10192.88,1531.53,8,3.37
2023-10-12,South,Fashion,Jacket,10479.88,3214.01,37,4.52
2025-05-20,North,Home,Lamp,1779.84,488.72,4,3.59
2024-05-15,North,Fitness,Treadmill,23706.48,6571.49,21,3.45
2023-02-07,South,Fashion,Backpack,1280.4,373.16,24,3.88
2024-05-27,Central,Fashion,Jeans,2460.0,794.66,10,3.23
2025-11-04,North,Office,Mouse,6487.76,1620.11,29,3.45
2023-05-24,Central,Fashion,Backpack,2670.0,720.5,30,4.91
2023-02-05,West,Office,Printer,2506.35,558.42,7,3.41
2024-11-01,South,Fitness,Treadmill,2929.79,635.85,3,3.3
2025-12-05,South,Office,Mouse,7109.71,1902.06,12,3.32
2024-06-25,North,Electronics,Smartphone,36626.8,7697.91,28,4.56
2024-09-17,North,Home,Air Purifier,9991.0,1569.9,20,3.86
2023-11-01,West,Office,Printer,2116.8,430.3,6,4.55
2025-03-18,South,Office,Keyboard,1042.75,282.74,25,3.7
2025-04-17,West,Electronics,Monitor,25875.15,4574.64,19,3.85
2025-11-11,North,Electronics,Headphones,9900.36,1337.21,10,4.51
2023-08-15,South,Fitness,Protein Mixer,34463.13,8976.84,39,4.95
2023-09-11,North,Home,Coffee Machine,1452.3,203.91,6,3.61
2025-10-26,Central,Fashion,Backpack,6118.0,2193.84,38,3.23
2024-01-08,North,Electronics,Laptop,6785.64,881.26,18,3.29
2023-01-09,West,Fashion,Jeans,12058.2,4001.14,33,3.39
2023-04-12,Central,Fitness,Protein Mixer,1274.0,272.25,14,4.09
2025-04-29,West,Electronics,Monitor,6592.95,1332.1,23,3.38
2024-11-04,Central,Home,Air Purifier,11390.4,2210.1,14,4.05
2025-06-27,Central,Office,Mouse,1677.0,407.44,39,3.25
2025-08-20,Central,Fashion,Sneakers,8025.0,2200.58,25,3.61
2023-08-06,Central,Fitness,Exercise Bike,41220.0,10307.89,36,4.37
2024-03-12,South,Home,Blender,7408.86,1751.41,38,4.72
2023-02-10,West,Home,Air Purifier,21550.2,5010.21,28,4.45
2023-04-23,East,Office,Desk,2302.8,623.15,5,4.92
2024-07-31,South,Fashion,Backpack,4773.37,1068.15,37,3.74
2023-06-02,Central,Electronics,Headphones,1477.0,242.52,7,4.19
2024-05-16,West,Fitness,Yoga Mat,4151.7,1259.07,6,4.1
2025-11-01,West,Home,Blender,3225.6,846.36,16,4.59
2023-07-21,East,Fitness,Exercise Bike,25435.84,5918.75,32,3.28
2024-04-10,South,Fashion,Watch,4590.04,1577.63,28,4.04
2025-06-23,North,Electronics,Tablet,13188.12,2316.64,33,4.99
2024-03-19,North,Office,Keyboard,18840.76,3280.98,34,4.11
2025-02-24,South,Home,Air Purifier,10075.39,2261.85,17,3.53
2025-07-07,North,Fashion,Backpack,746.75,172.36,29,4.7
2025-04-01,South,Office,Printer,17666.61,4701.18,39,3.29
2025-12-07,Central,Electronics,Tablet,28368.0,6050.62,24,4.7
2025-05-06,South,Office,Keyboard,6183.75,1180.2,17,3.3
2025-08-06,Central,Fitness,Protein Mixer,15288.0,3268.17,28,3.67
2025-04-04,South,Office,Keyboard,1963.28,339.27,4,3.34
2025-05-22,West,Fitness,Yoga Mat,2806.65,718.64,11,3.68
2024-04-21,Central,Fashion,Watch,9006.0,3276.01,38,4.54
2023-07-15,North,Fashion,Jeans,5174.72,1511.5,32,4.79
2025-03-30,North,Electronics,Smartphone,1782.93,276.26,3,4.85
2023-08-20,South,Fitness,Protein Mixer,16160.2,3411.76,28,4.53
2023-11-17,North,Home,Coffee Machine,7037.78,1163.21,39,4.75
2025-03-04,North,Office,Mouse,15091.56,2380.47,37,4.36
2024-09-14,South,Office,Keyboard,9700.0,2194.43,40,4.18
2025-10-11,West,Home,Vacuum,2094.75,327.88,35,4.27
2025-01-30,North,Office,Chair,4955.33,1332.01,17,4.92
2023-01-14,South,Office,Chair,2813.0,753.22,10,3.4
2024-11-03,East,Office,Printer,11824.27,2211.48,36,3.64
2025-03-18,South,Office,Printer,923.44,228.15,2,4.7
2023-11-28,North,Home,Coffee Machine,15714.5,3711.5,26,3.46
2023-06-04,South,Fitness,Exercise Bike,21458.34,5650.87,18,4.35
2024-12-01,West,Fashion,Jacket,3669.12,1231.38,26,3.43
2024-10-14,West,Fitness,Yoga Mat,22076.25,6725.53,25,4.01
2023-11-21,North,Office,Desk,1557.36,376.37,4,3.84
2024-03-05,East,Home,Vacuum,10180.8,2812.1,16,4.35
2023-09-17,Central,Home,Air Purifier,5577.0,1007.76,33,4.88
2023-01-16,South,Electronics,Monitor,21700.84,3887.17,28,4.56
